Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link,Main Domain
22,Does Harvard provide specific resources for undocumented students? | Harvard,https://dev.college.harvard.edu/resources/faq/does-harvard-provide-specific-resources-undocumented-students,https://www.actonadream.org/,Act on a Dream,4,136,False,False,False,True,False,False,False,False,2024-01-27,2025-04-21,False,False,harvard.edu
22,Harvard Initiative for Learning and Teaching (HILT),https://hilt.harvard.edu/search/?sf_paged=63,https://www.actonadream.org/,Act on A Dream,8,50,False,False,False,True,False,False,False,False,2024-05-13,2024-11-04,False,True,harvard.edu
22,Harvard Initiative for Learning and Teaching (HILT),https://hilt.harvard.edu/search/?sf_paged=64,https://www.actonadream.org/,Act on A Dream,8,53,False,False,False,True,False,False,False,False,2024-11-04,2025-05-02,False,False,harvard.edu
22,An advocate for others — Harvard Gazette,https://news.harvard.edu/gazette/story/2015/05/an-advocate-for-others/,http://www.actonadream.org/,Act on a Dream,8,35,False,False,False,True,False,False,False,False,2024-02-06,2025-05-06,False,False,harvard.edu
22,Resources for Undocumented Students,https://studentpower.scalar.fas.harvard.edu/studentpower/resources-for-undocumented-students-1,https://www.actonadream.org/,Harvard College Act on a Dream,10,71,False,False,False,True,False,False,False,False,2023-12-28,2025-02-28,False,True,harvard.edu
22,An advocate for others — Harvard Gazette,https://test.news.harvard.edu/gazette/story/2015/05/an-advocate-for-others/,http://www.actonadream.org/,Act on a Dream,9,35,False,False,False,True,False,False,False,False,2024-02-01,2024-12-30,False,True,harvard.edu
22,Film screening of Almost American | Harvard Worldwide,https://worldwide.harvard.edu/event/film-screening-almost-american,https://www.actonadream.org/,Harvard College Act on a Dream,6,23,False,False,False,True,False,False,False,False,2024-10-07,2025-04-28,False,False,harvard.edu
22,Worldwide Week at Harvard 2024 | Harvard Worldwide,https://worldwide.harvard.edu/worldwide-week-harvard-2024,https://www.actonadream.org/,Harvard College Act on a Dream,24,95,False,False,False,True,False,False,False,False,2024-10-20,2025-04-24,False,False,harvard.edu
22,"Harvard Crimson, university's student newspaper, defends contacting ICE for comment",https://www.nbcnews.com/news/us-news/harvard-crimson-responds-criticism-contacting-ice-comment-n1070501,https://www.actonadream.org/mission,Act on a Dream,26,62,False,False,False,True,False,False,False,False,2024-07-11,2025-04-12,False,False,nbcnews.com
20,Harvard student journalists respond to criticism for seeking comment from ICE - The Boston Globe,https://www.bostonglobe.com/metro/2019/10/23/harvard-student-journalists-respond-criticism-for-seeking-comment-from-ice/DRqAfmtUUm5wfK7cxLIZZN/story.html,https://www.actonadream.org/,Act on a Dream,20,134,False,False,False,True,False,False,False,False,2024-06-29,2025-05-06,False,False,bostonglobe.com
20,Todo lo que debes saber de becas estudiantiles | Noticias Univision Educación | Univision,https://www.univision.com/noticias/becas/todo-lo-que-debes-saber-de-becas-estudiantiles,http://www.actonadream.org/resources/scholarships/,"Act on a dream, at Harvard College",55,60,False,False,False,True,False,False,False,False,2024-10-03,2025-05-07,False,False,univision.com
19,Scholarship Opportunities - Guttman Community College,https://archive.guttman.cuny.edu/students/division-of-student-affairs/immigrant-student-resources/scholarship-opportunities/,https://www.actonadream.org/scholarship-database,Act on a Dream Scholarships Database,20,127,False,False,False,True,False,False,False,False,2023-12-22,2024-12-20,False,False,cuny.edu
19,Scholarships | undocucarolina,https://undocucarolina.unc.edu/applying/scholarships/,https://www.actonadream.org/scholarship-database,Harvard University Act on a Dream Scholarship List,40,22,False,False,False,True,False,False,False,False,2023-12-20,2025-04-22,False,False,unc.edu
19,Funding | Undocumented Student Program,https://usp.ucla.edu/resources/funding,https://www.actonadream.org/,Act on a Dream,19,34,False,False,False,True,False,False,False,False,2023-02-16,2025-04-29,False,False,ucla.edu
19,Career Resources for Undocumented Students: Northwestern Career Advancement - Northwestern University,https://www.northwestern.edu/careers/resources/identity-based-career-resources/career-resources-for-undocumented-students.html,https://www.actonadream.org/scholarship-database,,27,338,False,False,False,True,False,False,False,False,2024-01-10,2025-02-17,False,False,northwestern.edu
19,Career Resources for Undocumented Students: Northwestern Career Advancement - Northwestern University,https://www.northwestern.edu/careers/resources/identity-based-career-resources/career-resources-for-undocumented-students.html,http://www.actonadream.org/,Harvard Act on a Dream,27,338,False,False,False,True,False,False,False,False,2024-01-10,2025-02-17,False,False,northwestern.edu
18,Additional Job Resources - UCI Division of Career Pathways,https://career.uci.edu/dce-additional-job-resources/,https://www.actonadream.org/scholarship-database,National scholarships,148,78,False,False,False,True,False,False,False,False,2023-05-10,2024-12-02,False,False,uci.edu
18,DACA & Undocumented Students – Career 360: Virtual Career Center SNHU,https://career360.snhu.edu/channels/daca-undocumented-students/,https://www.actonadream.org/scholarship-database,Act on a Dream,54,125,False,False,False,True,False,False,False,False,2024-05-15,2025-04-18,False,False,snhu.edu
18,Harvard Crimson comes under fire by activists after contacting ICE for comment on a news story | The Free Speech Project,https://freespeechproject.georgetown.edu/tracker-entries/harvard-crimson-comes-under-fire-by-activists-after-contacting-ice-for-comment-on-a-news-story/,https://www.actonadream.org/mission,Act on a Dream,21,17,False,False,False,True,False,False,False,False,2025-01-14,2025-03-21,False,False,georgetown.edu
18,Academic Medicine,https://journals.lww.com/academicmedicine/fulltext/2014/12000/medical_education_for__dreamers___barriers_and.13.aspx,http://www.actonadream.org/resources/medical-school,http://www.actonadream.org/resources/medical-school,41,66,False,False,False,True,False,False,False,False,2024-01-02,2025-02-13,False,False,lww.com
18,External Financial Resources – Undocumented Student Resources,https://undocumented.camden.rutgers.edu/outside-financial-resources/,https://www.actonadream.org/scholarship-database,https://actonadream.squarespace.com/scholarship-database,10,29,False,False,False,True,False,False,False,False,2023-01-01,2025-05-08,False,False,rutgers.edu
18,Financial Aid | Undocumented Student Resources | Georgetown University,https://undocumented.georgetown.edu/financial-aid/,http://www.actonadream.org/resources/scholarships/,http://www.actonadream.org/resources/scholarships/,3,29,False,False,False,True,False,False,False,False,2024-01-24,2024-12-27,False,True,georgetown.edu
17,,https://actonadream.squarespace.com/merch/,https://www.actonadream.org/merch,,0,0,False,False,False,True,False,False,False,False,2023-12-27,2025-04-01,False,False,squarespace.com
17,Scholarships for Underrepresented Students | AS&E Students,https://students.tufts.edu/academic-advising-and-undergraduate-studies/scholarship-research/scholarship-and-fellowship-opportunities/scholarships-underrepresented-students,https://www.actonadream.org/,Act on a Dream,20,112,False,False,False,True,False,False,False,False,2024-10-23,2025-04-25,False,False,tufts.edu
17,Scholarships for Underrepresented Students | AS&E Students,https://students.tufts.edu/group/46/content/1951,https://www.actonadream.org/,Act on a Dream,20,112,False,False,False,True,False,False,False,False,2024-05-30,2025-04-22,False,False,tufts.edu
17,Scholarships for Underrepresented Students | AS&E Students,https://www.students.tufts.edu/academic-advising-and-undergraduate-studies/scholarship-research/scholarship-and-fellowship-opportunities/scholarships-underrepresented-students,https://www.actonadream.org/,Act on a Dream,20,111,False,False,False,True,False,False,False,False,2024-11-03,2025-03-18,False,False,tufts.edu
16,,https://actonadream.squarespace.com/mission,https://www.actonadream.org/mission,,0,0,False,False,False,True,False,False,False,False,2024-07-08,2025-04-26,False,False,squarespace.com
16,Resources for Undocumented Students and Families | Bryant High School,https://bryanths.fcps.edu/resources/resources-undocumented-students-and-families,http://www.actonadream.org/wp-content/uploads/2014/09/Documenting-the-Pathway-to-College-10-30.pdf,Documenting the Pathway to College,31,75,False,False,False,True,False,False,False,False,2024-01-01,2025-05-04,False,False,fcps.edu
16,Resources for Undocumented Students and Families | Bryant High School,https://bryanths.fcps.edu/resources/resources-undocumented-students-and-families,http://www.actonadream.org/resources/daca/,DACA (Deferred Action for Childhood Arrivals),31,75,False,False,False,True,False,False,False,False,2024-01-31,2025-05-04,False,False,fcps.edu
16,Resources for Undocumented Students and Families | Bryant High School,https://bryanths.fcps.edu/resources/resources-undocumented-students-and-families,http://www.actonadream.org/resources/scholarships/,Act on a Dream Scholarship List,31,75,False,False,False,True,False,False,False,False,2024-10-15,2025-05-04,False,False,fcps.edu
16,Resources for Undocumented Students and Families | Bryant High School,https://bryanths.fcps.edu/resources/resources-undocumented-students-and-families,http://www.actonadream.org/,Act on a Dream,31,75,False,False,False,True,False,False,False,False,2023-02-16,2025-05-04,False,False,fcps.edu
16,College & Career Planning / Financial Aid & Scholarships,https://ga02204486.schoolwires.net/Page/13483,https://www.actonadream.org/,Act on a Dream,91,259,False,False,False,True,False,False,False,False,2024-11-22,2025-04-24,False,False,schoolwires.net
16,College and Career / Scholarships and Financial Aid,https://ga02204486.schoolwires.net/Page/15482,https://www.actonadream.org/,Act on a Dream,69,277,False,False,False,True,False,False,False,False,2023-12-27,2025-05-04,False,False,schoolwires.net
15,Harvard Sophomore Faces Deportation to Mexico | News | The Harvard Crimson,http://api.thecrimson.com/article/2010/6/11/balderas-according-immigration-eric/,http://actonadream.org/faq.html,DREAM Act,2,47,False,False,False,True,False,False,False,False,2024-07-17,2025-03-22,False,False,thecrimson.com
15,Harvard Sophomore Faces Deportation to Mexico | News | The Harvard Crimson,https://api.thecrimson.com/article/2010/6/11/balderas-according-immigration-eric/,http://actonadream.org/faq.html,DREAM Act,2,47,False,False,False,True,False,False,False,False,2024-07-12,2025-03-05,False,False,thecrimson.com
15,College & Career Planning / Financial Aid & Scholarships,https://schools.gcpsk12.org/Page/13483,https://www.actonadream.org/,Act on a Dream,66,282,False,False,False,True,False,False,False,False,2024-11-07,2025-04-24,False,False,gcpsk12.org
15,College and Career / Scholarships and Financial Aid,https://schools.gcpsk12.org/Page/15482,https://www.actonadream.org/,Act on a Dream,67,279,False,False,False,True,False,False,False,False,2024-02-06,2025-05-05,False,False,gcpsk12.org
15,College & Career Planning / Financial Aid & Scholarships,https://schools.gcpsk12.org/page/13483,https://www.actonadream.org/,Act on a Dream,66,282,False,False,False,True,False,False,False,False,2024-11-08,2025-04-26,False,False,gcpsk12.org
15,College and Career / Scholarships and Financial Aid,https://schools.gcpsk12.org/page/15482,https://www.actonadream.org/,Act on a Dream,67,279,False,False,False,True,False,False,False,False,2024-10-26,2025-04-20,False,False,gcpsk12.org
15,Dreamers of DACA Status Welcome: Loyola University Chicago Health Sciences Campus,https://www.luc.edu/stritch/daca/,https://www.actonadream.org/,Harvard College Act on a Dream,51,44,False,False,False,True,False,False,False,False,2024-07-12,2025-04-22,False,False,luc.edu
15,asides: Loyola University Chicago Health Sciences Campus,https://www.luc.edu/stritch/daca/asides/,https://www.actonadream.org/,Harvard College Act on a Dream,39,44,False,False,False,True,False,False,False,False,2024-02-04,2025-04-28,False,False,luc.edu
15,Career Guide for Undocumented Students - Santa Clara University,https://www.scu.edu/careercenter/career-planning-guides/undocumented-students-guide/,http://www.actonadream.org/,Harvard Act on a Dream,46,73,False,False,False,True,False,False,False,False,2024-02-10,2025-05-09,False,False,scu.edu
15,Harvard student government backs group that wants to ban quoting ICE in student newspaper stories | Blaze Media,https://www.theblaze.com/news/harvard-student-government-backs-group-that-wants-to-ban-quoting-ice-in-student-newspaper-stories,https://www.actonadream.org/,Act on a Dream,16,46,False,False,False,True,False,False,False,False,2023-02-18,2025-04-21,False,False,theblaze.com
15,They do teach something at Harvard - Washington Examiner,https://www.washingtonexaminer.com/opinion/1484100/they-do-teach-something-at-harvard/,https://www.actonadream.org/mission,Act on a Dream,8,120,False,False,False,True,False,False,False,False,2024-07-15,2025-03-31,False,False,washingtonexaminer.com
14,"Harvard, Undocumented | Magazine | The Harvard Crimson",http://api.thecrimson.com/article/2016/9/29/harvard-undocumented-scrut/,http://www.actonadream.org/,club’s website,6,32,False,False,False,True,False,False,False,False,2024-06-17,2025-01-22,False,False,thecrimson.com
14,Harvard students host graduation ceremony for undocumented students,https://abc3340.com/news/nation-world/harvard-students-host-graduation-ceremony-for-undocumented-students,https://www.actonadream.org/mission,mission statement,18,35,False,False,False,True,False,False,False,False,2024-07-15,2025-04-21,False,False,abc3340.com
14,"Harvard, Undocumented | Magazine | The Harvard Crimson",https://api.thecrimson.com/article/2016/9/29/harvard-undocumented-scrut/,http://www.actonadream.org/,club’s website,6,32,False,False,False,True,False,False,False,False,2023-12-24,2025-04-24,False,False,thecrimson.com
14,Career Resources for the DACA Community – Career Connections | Villanova University,https://connections.villanova.edu/resources/career-resources-for-the-daca-community/,https://www.actonadream.org/scholarship-database,Harvard’s Act on a Dream Searchable Scholarship Database,19,155,False,False,False,True,False,False,False,False,2024-01-06,2025-04-29,False,False,villanova.edu
14,Harvard Sophomore Faces Deportation to Mexico | News | The Harvard Crimson,https://dev.thecrimson.com/article/2010/6/11/balderas-according-immigration-eric/,http://actonadream.org/faq.html,DREAM Act,6,35,False,False,False,True,False,False,False,False,2024-06-24,2025-05-05,False,False,thecrimson.com
14,"Harvard, Undocumented | Magazine | The Harvard Crimson",https://dev.thecrimson.com/article/2016/9/29/harvard-undocumented-scrut/,http://www.actonadream.org/,club’s website,10,31,False,False,False,True,False,False,False,False,2024-10-10,2025-05-05,False,False,thecrimson.com
14,Residency comes next - Page 44 - Pre-Med Topics - College Confidential Forums,https://talk.qa.collegeconfidential.com/t/residency-comes-next/1503844?page=44,http://www.actonadream.org/resources/medical-school/,http://www.actonadream.org/resources/medical-school/,10,50,False,False,False,True,False,False,False,False,2024-09-12,2025-02-19,False,False,collegeconfidential.com
14,DREAM Act Organizations by State - Mid-Atlantic Research and Training Institute for Community and Behavioral Health - IUP,https://www.iup.edu/marti/services/calsa/dream-act-organizations-by-state.html,https://www.actonadream.org/,Act on a Dream,39,117,False,False,False,True,False,False,False,False,2024-01-07,2025-04-25,False,False,iup.edu
14,Harvard Sophomore Faces Deportation to Mexico | News | The Harvard Crimson,https://www.thecrimson.com/article/2010/6/11/balderas-according-immigration-eric/,http://actonadream.org/faq.html,DREAM Act,6,34,False,False,False,True,False,False,False,False,2024-07-10,2025-04-07,False,False,thecrimson.com
14,"Harvard, Undocumented | Magazine | The Harvard Crimson",https://www.thecrimson.com/article/2016/9/29/harvard-undocumented-scrut/,http://www.actonadream.org/,club’s website,11,31,False,False,False,True,False,False,False,False,2024-10-29,2025-04-28,False,False,thecrimson.com
14,"Affinity, Experience, and Identity Based Resources – '68 Center for Career Exploration",https://www.williams.edu/career-center/identity-based-resources/,https://www.actonadream.org/,Act on a Dream,135,126,False,False,False,True,False,False,False,False,2023-11-02,2025-04-23,False,False,williams.edu
13,Harvard Sophomore Faces Deportation to Mexico | News | The Harvard Crimson,http://api.dev.thecrimson.com/article/2010/6/11/balderas-according-immigration-eric/,http://actonadream.org/faq.html,DREAM Act,2,47,False,False,False,True,False,False,False,False,2024-06-11,2025-03-28,False,True,thecrimson.com
13,"Harvard, Undocumented | Magazine | The Harvard Crimson",http://api.dev.thecrimson.com/article/2016/9/29/harvard-undocumented-scrut/,http://www.actonadream.org/,club’s website,6,32,False,False,False,True,False,False,False,False,2024-05-21,2025-03-18,False,True,thecrimson.com
13,Health Professions Resources for Undocumented Immigrants/DACA Status Students and Alumnae | Wellesley Career Education,https://calendar.wellesley.edu/careereducation/resources/health-professions-resources-undocumented-immigrantsdaca-status-students-and-alumnae,https://www.actonadream.org/,Act on a Dream,14,62,False,False,False,True,False,False,False,False,2024-10-15,2025-03-30,False,False,wellesley.edu
13,Resources for Students & Alumnae of Distinct Populations (Preparing to Apply to Health Profession Schools) | Wellesley Career Education,https://calendar.wellesley.edu/careereducation/resources/resources-students-alumnae-distinct-populations-preparing-apply-health-profession-schools,https://www.actonadream.org/,Act on a Dream,58,88,False,False,False,True,False,False,False,False,2024-10-18,2025-02-28,False,False,wellesley.edu
13,Undocumented Students – Center for Career Development | Gustavus Adolphus,https://career.gustavus.edu/channels/undocumented-students/,https://www.actonadream.org/,Act on a Dream,44,104,False,False,False,True,False,False,False,False,2024-03-13,2025-04-25,False,False,gustavus.edu
13,Health Professions Resources for Undocumented Immigrants/DACA Status Students and Alumnae | Wellesley Career Education,https://www1.wellesley.edu/careereducation/resources/health-professions-resources-undocumented-immigrantsdaca-status-students-and-alumnae,https://www.actonadream.org/,Act on a Dream,15,62,False,False,False,True,False,False,False,False,2024-03-18,2025-05-06,False,False,wellesley.edu
13,Resources for Students & Alumnae of Distinct Populations (Preparing to Apply to Health Profession Schools) | Wellesley Career Education,https://www1.wellesley.edu/careereducation/resources/resources-students-alumnae-distinct-populations-preparing-apply-health-profession-schools,https://www.actonadream.org/,Act on a Dream,58,88,False,False,False,True,False,False,False,False,2024-03-15,2025-02-21,False,False,wellesley.edu
12,Identity & Career Resources | Southern Connecticut State University,https://www.southernct.edu/career/diversity-resources,https://www.actonadream.org/,Act On a Dream,186,81,False,False,False,True,False,False,False,False,2024-10-23,2025-04-22,False,False,southernct.edu
12,International or Undocumented Students and Alumni • Southwestern University,https://www.southwestern.edu/live/news/14897-international-or-undocumented-students-and-alumni,https://www.actonadream.org/scholarship-database,https://actonadream.squarespace.com/scholarship-database/,32,95,False,False,False,True,False,False,False,False,2023-12-30,2025-04-06,False,True,southwestern.edu
12,Undocumented And DACA Students - Financial Aid & Student Accounts,https://www.valpo.edu/student-financial-services/applying/undocumented-students/,https://www.actonadream.org/,Act on a Dream,22,75,False,False,False,True,False,False,False,False,2024-09-01,2025-04-19,False,False,valpo.edu
12,Illegal Immigrant Graduates Celebrated at Harvard with 'UndocuGraduation' Ceremony,https://www.westernjournal.com/illegal-immigrant-graduates-celebrated-harvard-undocugraduation-ceremony/,https://www.actonadream.org/mission,Act on a Dream,35,94,False,False,False,True,False,False,False,False,2024-06-21,2025-03-19,False,False,westernjournal.com
12,DACA Student Resources | Wilkes University,https://www.wilkes.edu/admissions/undergraduate-requirements/DACA-student-resources.aspx,https://www.actonadream.org/,Act on a Dream external website,36,54,False,False,False,True,False,False,False,False,2024-06-30,2025-05-05,False,False,wilkes.edu
11,Appel aux étudiants libéraux - Contrepoints,https://www.contrepoints.org/2012/06/19/87124-appel-aux-etudiants-liberaux,http://www.actonadream.org/,Act on a dream,46,122,False,False,False,True,False,False,False,False,2024-01-02,2025-05-08,False,False,contrepoints.org
11,Identity Resources,https://www.iwu.edu/career-center/students/identity/,http://www.actonadream.org/,Harvard Act on a Dream,54,84,False,False,False,True,False,False,False,False,2023-12-24,2025-03-05,False,False,iwu.edu
11,DRC Scholarships | LAVC,https://www.lavc.edu/student-services/spr/dream/financial-support/scholarships,https://www.actonadream.org/scholarship-database,Act on a Dream at Harvard College,38,162,False,False,False,True,False,False,False,False,2023-12-20,2025-04-28,False,False,lavc.edu
11,Identity-Based Resources - Le Moyne College,https://www.lemoyne.edu/student-advising-support/career-advising/identity-based-resources/,https://www.actonadream.org/,Act on a Dream,152,46,False,False,False,True,False,False,False,False,2024-06-24,2025-02-22,False,False,lemoyne.edu
11,Identity-Based Resources - Le Moyne College,https://www.lemoyne.edu/student-advising-support/career-advising/identity-based-resources/,https://www.actonadream.org/scholarship-database,Scholarships,152,46,False,False,False,True,False,False,False,False,2024-06-24,2025-02-22,False,False,lemoyne.edu
11,Graduate Scholarships for Latino & Hispanic Students,https://www.onlinemastersdegrees.org/financial-aid/scholarships/latino-hispanic-students/,https://www.actonadream.org/scholarship-database,Act on a Dream,52,171,False,False,False,True,False,False,False,False,2024-01-01,2025-05-02,False,False,onlinemastersdegrees.org
10,"News Briefs: Hinds outlines public forum, office schedules; GB Democratic Town Committee meeting; Lenox Community Preservation Committee projects; Boston-area colleges demonstrate for fossil fuel divestment - The Berkshire Edge",https://theberkshireedge.com/news-briefs-hinds-outlines-public-forum-office-schedules-gb-democratic-town-committee-meeting-lenox-community-preservation-committee-projects-boston-area-colleges-demonstrate-for-fossil-fuel-dive/,https://www.actonadream.org/,Harvard College Act on a Dream,36,102,False,False,False,True,False,False,False,False,2024-04-01,2025-02-04,False,True,theberkshireedge.com
10,Education Equity Initiative - AMSA,https://www.amsa.org/action-committee/race-ethnicity-and-culture-in-health/education-equity-initiative/,http://www.actonadream.org/resources/medical-school/,Harvard Act on a Dream,44,103,False,False,False,True,False,False,False,False,2024-02-03,2025-04-24,False,False,amsa.org
10,Education Equity Initiative - AMSA,https://www.amsa.org/action-committee/race-ethnicity-and-culture-in-health/education-equity-initiative/,http://www.actonadream.org/resources/medical-school/,Find out if your school accepts undocumented students.,44,103,False,False,False,True,False,False,False,False,2024-02-03,2025-04-24,False,False,amsa.org
10,Harvard College: Act on a DREAM Scholarships | TheDream.US,https://www.thedream.us/harvard-college-act-on-a-dream-scholarships/,http://www.actonadream.org/RESOURCES/SCHOLARSHIPS/,http://www.actonadream.org/RESOURCES/SCHOLARSHIPS/,8,58,False,False,False,True,False,False,False,False,2023-11-09,2025-04-19,False,False,thedream.us
9,Campus Reform the #1 Source for College News,https://www.campusreform.org/article/harvard-undocugraduation-for-illegal-immigrants-features-previously-arrested-prof/12219,https://www.actonadream.org/mission,abolishment of ICE,10,30,False,False,False,True,False,False,False,False,2024-06-23,2025-04-25,False,False,campusreform.org
9,Campus Reform the #1 Source for College News,https://www.campusreform.org/article/harvard-undocugraduation-illegal-immigrants-features-previously-arrested-prof/12219,https://www.actonadream.org/mission,abolishment of ICE,10,30,False,False,False,True,False,False,False,False,2024-07-11,2025-04-23,False,False,campusreform.org
9,Todo lo que debes saber de becas estudiantiles | Noticias Univision Educación | Univision,https://www.telehit.com/noticias/becas/todo-lo-que-debes-saber-de-becas-estudiantiles,http://www.actonadream.org/resources/scholarships/,"Act on a dream, at Harvard College",73,13,False,False,False,True,False,False,False,False,2024-11-01,2024-11-01,False,False,telehit.com
8,Beyond the DREAMers: Undocumented Students Tell Complex Stories - ewa.org,https://ewa.org/how-to-cover-the-story/beyond-the-dreamers-undocumented-students-tell-complex-stories,http://www.actonadream.org/my-experience-as-an-undocumented-asian-american/,rejected,14,68,False,False,False,True,False,False,False,False,2024-02-03,2025-04-22,False,False,ewa.org
8,The DREAM Act | Immigration.com,https://immigration.com/dream-act,http://www.actonadream.org/,http://www.actonadream.org/,17,296,False,False,False,True,False,False,False,False,2023-12-26,2025-04-25,False,False,immigration.com
8,"How to Pay for College as a DACA Student (Grants, Loans, and More)",https://joinjuno.com/financial-literacy/student-loans/how-to-pay-for-college-as-a-daca-student-grants-loans-and-more,https://www.actonadream.org/scholarship-database,Act on a Dream database,14,80,False,False,False,True,False,False,False,False,2024-01-02,2025-04-26,False,False,joinjuno.com
8,Supporting undocumented students in the college process | Partner Learning Center,https://partners.imentor.org/help/supporting-undocumented-students-in-the-college-process,http://www.actonadream.org/resources/scholarships/,scholarship list for undocumented students,15,179,False,False,False,True,False,False,False,False,2024-10-17,2025-03-21,False,False,imentor.org
8,Laeticia Allache - Presidents' Alliance,https://www.higheredimmigrationportal.org/success-landing/success-directory/laeticia-allache/,https://www.actonadream.org/,https://www.actonadream.org/ Main area of practice Academic Advising/Support Admissions/Registrar Financial Aid/Funding Student Services/Co-Curricular Undoc Student Center/Liaison Aspirations for this online directory,2,31,False,False,False,True,False,False,False,False,2024-08-28,2025-03-30,False,True,higheredimmigrationportal.org
8,Harvard Crimson Responds to Criticism for Contacting ICE for Comment,https://www.hstoday.us/subject-matter-areas/customs-immigration/the-harvard-crimson-responds-to-criticism-for-contacting-ice-for-comment/,https://www.actonadream.org/mission,Act on a Dream,9,117,False,False,False,True,False,False,False,False,2023-10-13,2024-11-07,False,True,hstoday.us
8,The DREAM Act | Immigration.com,https://www.immigration.com/dream-act,http://www.actonadream.org/,http://www.actonadream.org/,17,296,False,False,False,True,False,False,False,False,2024-01-29,2025-04-26,False,False,immigration.com
8,These undocumented women are graduating from Harvard—but immigration policy could ruin their futures,https://www.splinter.com/these-undocumented-women-are-graduating-from-harvard-bu-1793857024,http://www.actonadream.org/,student group at Harvard called Act On A Dream,26,44,False,False,False,True,False,False,False,False,2024-10-15,2025-05-06,False,False,splinter.com
8,College & Career - Stanislaus County Office of Education,https://www.stancoe.org/families/college-career,https://www.actonadream.org/,Act on a Dream,153,170,False,False,False,True,False,False,False,False,2023-08-17,2025-03-30,False,False,stancoe.org
