Name,Source,Potentially spam,DA,AS,DR,UR,TF,CF,S RD,M RD,A RD,S BL,M BL,A BL,IP'S,SZ,Variance,Follow %,S (BL/RD),M (BL/RD),Age,Indexed,Drops,MT,English %,Expiry,Reason
sindhindia.com,GoDaddy Auctions,,11.00,2.00,nan,nan,12.00,16.00,170.00,145.00,nan,639.00,157.00,nan,200.00,nan,11.00,34.22%,3.7588235294117647,1.0827586206896551,nan,1.0,,"Business/Energy: 12
Science/Social Sciences: 11
Computers/Software/Operating Systems: 9
Sports/Equestrian: 9",nan%,2025-05-01,Low Authority Score (AS<5).
eastcoastlifesolutions.com,GoDaddy Auctions,High spam score (SZ: 26.0).,7.00,2.00,2.00,0.00,12.00,17.00,100.00,47.00,72.00,152.00,67.00,83.00,103.00,26.00,5.00,82.35%,1.52,1.425531914893617,7.00,0.0,,"Games/Video Games/Shooter: 12
Games/Video Games/Browser Based: 11
Games/Video Games/Roleplaying: 9
Games/Online: 9
Games/Roleplaying: 8
Science/Environment: 8
Society: 8
Games/Video Games/Chats and Forums: 8",nan%,2025-05-01,Low Authority Score (AS<5).
firepizzaspokane.com,GoDaddy Auctions,Questionable Majestic topics: adult.,9.00,3.00,1.00,1.00,8.00,15.00,87.00,38.00,70.00,188.00,40.00,87.00,94.00,19.00,8.00,86.70%,2.160919540229885,1.0526315789473684,7.00,,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Arts: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
stardealsandcoupons.com,GoDaddy Auctions,,9.00,2.00,0.00,0.00,9.00,13.00,130.00,25.00,143.00,57750.00,934.00,4227.00,109.00,16.00,9.00,99.84%,444.2307692307692,37.36,4.00,1.0,,"Business/Industrial Goods and Services: 9
Society/Government: 9
Business/Food and Related Products: 8
Business: 8
Home/Family: 8
Business/Construction and Maintenance: 8",nan%,2025-05-01,Low Authority Score (AS<5).
manitobaallfours.com,GoDaddy Auctions,Questionable Majestic topics: gambling. High spam score (SZ: 23.0).,8.00,2.00,3.00,0.00,19.00,19.00,60.00,200.00,30.00,78.00,216.00,46.00,62.00,23.00,6.00,70.51%,1.3,1.08,21.00,0.0,,"Games/Card Games: 19
Games/Gambling: 16",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: gambling.
gourmetgainsoc.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,3.00,2.00,0.00,0.00,6.00,12.00,64.00,25.00,38.00,87.00,60.00,44.00,48.00,nan,3.00,49.43%,1.359375,2.4,0.00,0.0,,Society/Religion and Spirituality: 6,nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
emilybehindbars.com,GoDaddy Auctions,,2.00,2.00,0.00,0.00,6.00,12.00,67.00,25.00,35.00,93.00,61.00,70.00,49.00,20.00,2.00,51.61%,1.3880597014925373,2.44,2.00,0.0,,Society/Religion and Spirituality: 6,nan%,2025-05-01,Low Authority Score (AS<5).
moorcockinn.com,GoDaddy Auctions,,17.00,4.00,8.00,7.00,30.00,16.00,114.00,29.00,75.00,216.00,88.00,262.00,119.00,7.00,13.00,81.48%,1.894736842105263,3.0344827586206895,22.00,1.0,,"Recreation/Travel: 30
Recreation/Motorcycles: 20",nan%,2025-05-01,Low Authority Score (AS<5).
global-sustainable-revolution.com,GoDaddy Auctions,Questionable Majestic topics: adult. Very new domain (Age: 0.0 years).,25.00,5.00,0.00,0.00,11.00,17.00,122.00,58.00,nan,431.00,64.00,nan,131.00,nan,25.00,54.99%,3.5327868852459017,1.103448275862069,0.00,0.0,,"Sports/Soccer: 11
Regional/Europe: 8
Business/Energy: 8
Home/Family: 8
Recreation/Travel: 8
Business: 8
Adult/Regional: 7
Society/Organizations: 7
Adult/Shopping: 7
Adult/World: 7",nan%,2025-05-01,Prohibited topics: adult. Extremely new domain (<3 months).
frontierlawnsoklahoma.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,3.00,2.00,0.00,0.00,9.00,12.00,70.00,25.00,34.00,92.00,61.00,41.00,48.00,nan,3.00,45.65%,1.3142857142857143,2.44,0.00,0.0,,Society/Religion and Spirituality: 9,nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
craftcave.com,GoDaddy Auctions,,22.00,3.00,3.00,0.00,20.00,12.00,184.00,159.00,177.00,1114.00,593.00,822.00,195.00,4.00,19.00,62.10%,6.054347826086956,3.729559748427673,27.00,0.0,,"Arts/Crafts: 20
Reference/Education: 16
Computers/Internet/Searching: 16
Shopping/Crafts: 14
Society/Issues: 14
Science/Technology: 14
Regional/Europe: 14
Recreation/Autos: 14
Business/Automotive: 14
Society/Gay  Lesbian  and Bisexual: 14",nan%,2025-05-01,Low Authority Score (AS<5).
grapevinefinearts.com,GoDaddy Auctions,,9.00,3.00,17.00,6.00,12.00,14.00,222.00,26.00,85.00,1917.00,41.00,145.00,261.00,nan,14.00,18.20%,8.635135135135135,1.5769230769230769,1.00,0.0,,Computers/News and Media: 12,nan%,2025-05-01,Low Authority Score (AS<5).
buyfloridarealestatenow.com,GoDaddy Auctions,,12.00,2.00,3.00,27.00,17.00,16.00,96.00,35.00,87.00,795.00,2037.00,6249.00,81.00,nan,10.00,93.65%,8.28125,58.2,17.00,2.0,,"Society/Religion and Spirituality: 17
Computers/Software/Graphics: 15
Business: 14
Regional/North America: 14
Arts/Art History: 14
Business/Real Estate: 13
Business/Transportation and Logistics: 13",nan%,2025-05-01,Low Authority Score (AS<5).
9930-01-565-0409.com,GoDaddy Auctions,Questionable Majestic topics: adult.,15.00,2.00,0.00,0.00,8.00,18.00,191.00,84.00,230.00,119618.00,424.00,710.00,212.00,nan,15.00,99.55%,626.2722513089005,5.0476190476190474,7.00,0.0,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 8
Adult/Regional: 8
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 6",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
weaponsandgearrange.com,GoDaddy Auctions,Questionable Majestic topics: adult. High spam score (SZ: 28.0).,24.00,4.00,25.00,2.00,8.00,18.00,128.00,52.00,93.00,302.00,290.00,298.00,140.00,28.00,21.00,87.04%,2.359375,5.576923076923077,12.00,2.0,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Games/Video Games/Roleplaying: 4",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
finggers.com,GoDaddy Auctions,,16.00,2.00,3.00,2.00,9.00,14.00,77.00,27.00,54.00,122.00,44.00,151.00,85.00,nan,14.00,59.02%,1.5844155844155845,1.6296296296296295,15.00,1.0,,Computers/Systems: 9,nan%,2025-05-01,Low Authority Score (AS<5).
phionbalance.net,GoDaddy Auctions,Questionable Majestic topics: adult. High spam score (SZ: 45.0).,14.00,2.00,5.00,0.00,8.00,18.00,195.00,85.00,517.00,3163.00,296.00,4559.00,239.00,45.00,12.00,88.18%,16.22051282051282,3.4823529411764707,11.00,0.0,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 8
Adult/Regional: 8
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 5",nan%,2025-05-01,Low Authority Score (AS<5). High Spam Score (SZ>30). Prohibited topics: adult.
setpom.com,GoDaddy Auctions,Questionable Majestic topics: adult.,9.00,2.00,7.00,12.00,8.00,17.00,91.00,57.00,40.00,201.00,96.00,128.00,97.00,nan,7.00,52.50%,2.208791208791209,1.6842105263157894,10.00,1.0,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Games/Video Games/Roleplaying: 4",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
personalformulator.com,GoDaddy Auctions,,25.00,2.00,6.00,0.00,21.00,16.00,114.00,32.00,86.00,275.00,190.00,571.00,128.00,13.00,23.00,54.32%,2.412280701754386,5.9375,20.00,,,"Society/Religion and Spirituality: 21
Health/Beauty: 16",nan%,2025-05-01,Low Authority Score (AS<5).
almjls.com,GoDaddy Auctions,,9.00,2.00,nan,nan,8.00,12.00,146.00,27.00,nan,4145.00,43.00,nan,126.00,nan,9.00,98.82%,28.39041095890411,1.5925925925925926,nan,0.0,,Home/Family: 8,nan%,2025-05-01,Low Authority Score (AS<5).
catanduanestribune.com,GoDaddy Auctions,,35.00,4.00,16.00,0.00,22.00,19.00,284.00,443.00,293.00,1263.00,720.00,1978.00,273.00,13.00,31.00,52.97%,4.447183098591549,1.6252821670428894,24.00,0.0,,"News/Directories: 22
Regional/Asia: 19
Business/Directories: 17
News/Media Industry: 17
News/Alternative: 17
Arts/Magazines and E-zines: 17
News/Newspapers: 16
Reference/Flags: 15
News/Headline Links: 14",nan%,2025-05-01,Low Authority Score (AS<5).
themortgagelist.com,GoDaddy Auctions,,14.00,2.00,17.00,5.00,12.00,17.00,118.00,57.00,120.00,256.00,79.00,370.00,142.00,12.00,15.00,63.28%,2.169491525423729,1.3859649122807018,7.00,0.0,,"Business/Construction and Maintenance: 12
Home/Family: 12
Shopping/Home and Garden: 9
Society: 8
Regional/Europe: 8
Society/Philanthropy: 8
Business/Energy: 8",nan%,2025-05-01,Low Authority Score (AS<5).
kaiserzwergs.com,GoDaddy Auctions,,13.00,2.00,5.00,0.00,30.00,16.00,108.00,32.00,42.00,333.00,60.00,152.00,109.00,6.00,11.00,74.17%,3.0833333333333335,1.875,22.00,1.0,,Recreation/Pets: 30,nan%,2025-05-01,Low Authority Score (AS<5).
patriotspaintingllc.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,1.00,2.00,0.00,0.00,7.00,12.00,65.00,28.00,33.00,85.00,78.00,36.00,44.00,nan,2.00,45.88%,1.3076923076923077,2.7857142857142856,0.00,0.0,,Society/Religion and Spirituality: 7,nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
pedrotavolaro.com,GoDaddy Auctions,,2.00,2.00,0.00,1.00,11.00,13.00,104.00,41.00,42.00,214.00,83.00,63.00,71.00,nan,2.00,20.09%,2.0576923076923075,2.024390243902439,1.00,0.0,,Shopping: 11,nan%,2025-05-01,Low Authority Score (AS<5).
rikyu-daikanyama.com,GoDaddy Auctions,Questionable Majestic topics: adult.,9.00,2.00,3.00,5.00,11.00,19.00,93.00,57.00,70.00,232.00,180.00,331.00,98.00,nan,7.00,83.26%,2.4946236559139785,3.1578947368421053,11.00,7.0,,"Adult/Regional: 11
Regional/Europe: 8
Home/Family: 8
Business/Energy: 8
Recreation/Travel: 8
Business: 7",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
couponchloe.com,GoDaddy Auctions,,15.00,4.00,12.00,18.00,24.00,23.00,210.00,89.00,397.00,468.00,1092.00,6060.00,190.00,nan,11.00,53.91%,2.2285714285714286,12.269662921348315,9.00,1.0,,"Computers/Software/Project Management: 24
Computers/Internet/Searching: 17
Games/Video Games/Roleplaying: 17
Business/Arts and Entertainment: 16
Business/Marketing and Advertising: 16
Computers/Software/Operating Systems: 16",nan%,2025-05-01,Low Authority Score (AS<5).
constancehathawaymusic.com,GoDaddy Auctions,,3.00,2.00,0.00,4.00,10.00,13.00,78.00,28.00,32.00,112.00,84.00,50.00,53.00,nan,3.00,49.09%,1.435897435897436,3.0,2.00,0.0,,"Health/Mental Health: 9
Business/Textiles and Nonwovens: 8",nan%,2025-05-01,Low Authority Score (AS<5).
brrltd.com,GoDaddy Auctions,,24.00,4.00,18.00,5.00,22.00,18.00,100.00,55.00,94.00,230.00,85.00,222.00,111.00,9.00,20.00,77.39%,2.3,1.5454545454545454,23.00,0.0,,"Arts: 22
Arts/Movies: 14",nan%,2025-05-01,Low Authority Score (AS<5).
meettheband.biz,GoDaddy Auctions,,1.00,2.00,nan,nan,13.00,16.00,75.00,47.00,nan,75.00,58.00,nan,73.00,nan,2.00,86.67%,1.0,1.2340425531914894,nan,1.0,,"Society/Organizations: 13
Society: 12
Society/People: 12
Society/Religion and Spirituality: 12
Recreation/Autos: 11
News/Weblogs: 11
News/Magazines and E-zines: 9",nan%,2025-05-01,Low Authority Score (AS<5).
embeemeche.com,GoDaddy Auctions,Questionable Majestic topics: adult.,8.00,2.00,2.00,1.00,8.00,16.00,102.00,61.00,73.00,289.00,96.00,93.00,100.00,nan,6.00,25.43%,2.8333333333333335,1.5737704918032787,9.00,1.0,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Games/Video Games/Roleplaying: 3",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
jerkhousesantacruz.com,GoDaddy Auctions,Questionable Majestic topics: adult.,13.00,2.00,2.00,14.00,8.00,16.00,101.00,49.00,32.00,212.00,53.00,62.00,103.00,18.00,11.00,88.68%,2.099009900990099,1.0816326530612246,7.00,1.0,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Games/Video Games/Roleplaying: 2",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
gohot.net,GoDaddy Auctions,Questionable Majestic topics: adult. Very new domain (Age: 0.0 years).,6.00,2.00,0.00,0.00,8.00,15.00,101.00,47.00,71.00,134.00,83.00,87.00,74.00,nan,6.00,48.51%,1.3267326732673268,1.7659574468085106,0.00,0.0,,"Home/Family: 8
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 7
Recreation/Travel: 1
Recreation/Motorcycles: 1",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult. Extremely new domain (<3 months).
resourcesfashion.com,GoDaddy Auctions,,1.00,2.00,0.00,0.00,10.00,12.00,83.00,34.00,29.00,122.00,57.00,34.00,56.00,nan,2.00,34.43%,1.4698795180722892,1.6764705882352942,3.00,0.0,,"Health/Mental Health: 10
Business/Textiles and Nonwovens: 8",nan%,2025-05-01,Low Authority Score (AS<5).
micro-vitality.com,GoDaddy Auctions,,2.00,2.00,0.00,4.00,7.00,13.00,91.00,42.00,31.00,141.00,85.00,45.00,58.00,nan,2.00,31.91%,1.5494505494505495,2.0238095238095237,1.00,0.0,,Society/Religion and Spirituality: 7,nan%,2025-05-01,Low Authority Score (AS<5).
tequilaadditivefree.com,GoDaddy Auctions,,13.00,2.00,7.00,5.00,7.00,22.00,99.00,63.00,47.00,151.00,77.00,53.00,59.00,nan,11.00,52.98%,1.5252525252525253,1.2222222222222223,1.00,0.0,,"Society/Religion and Spirituality: 7
Regional/Europe: 2
Business/Real Estate: 1
Arts/Music: 1",nan%,2025-05-01,Low Authority Score (AS<5).
gfcash.com,GoDaddy Auctions,Questionable Majestic topics: adult.,12.00,2.00,18.00,0.00,18.00,13.00,72.00,43.00,42.00,595.00,552.00,677.00,66.00,nan,16.00,62.35%,8.26388888888889,12.837209302325581,17.00,1.0,,Adult/Computers: 18,nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
adiblar.com,GoDaddy Auctions,,1.00,2.00,0.00,0.00,10.00,13.00,86.00,30.00,35.00,165.00,46.00,87.00,61.00,nan,2.00,26.67%,1.9186046511627908,1.5333333333333334,1.00,0.0,,"Health/Mental Health: 9
Business/Textiles and Nonwovens: 8",nan%,2025-05-01,Low Authority Score (AS<5).
wendysacksphotography.com,GoDaddy Auctions,Questionable Majestic topics: adult.,1.00,4.00,21.00,17.00,8.00,15.00,109.00,56.00,468.00,392.00,79.00,7920.00,115.00,nan,20.00,26.97%,3.596330275229358,1.4107142857142858,14.00,3.0,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Games/Video Games/Roleplaying: 3",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
mcsellsthebeach.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,3.00,2.00,0.00,0.00,5.00,12.00,76.00,27.00,30.00,100.00,77.00,33.00,51.00,nan,3.00,43.00%,1.3157894736842106,2.8518518518518516,0.00,0.0,,Society/Religion and Spirituality: 5,nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
downtownersaloon.com,GoDaddy Auctions,,29.00,4.00,10.00,10.00,32.00,20.00,170.00,84.00,158.00,924.00,181.00,678.00,188.00,6.00,25.00,82.38%,5.435294117647059,2.1547619047619047,24.00,0.0,,"Recreation/Food: 31
Arts/Music: 27",nan%,2025-05-01,Low Authority Score (AS<5).
shipinemporium.com,GoDaddy Auctions,,6.00,2.00,0.00,0.00,10.00,13.00,89.00,31.00,32.00,137.00,69.00,51.00,55.00,nan,6.00,30.66%,1.5393258426966292,2.225806451612903,2.00,4.0,,"Health/Mental Health: 9
Business/Textiles and Nonwovens: 8
Society/Religion and Spirituality: 7",nan%,2025-05-01,Low Authority Score (AS<5).
winwin838.com,GoDaddy Auctions,,9.00,2.00,2.00,31.00,11.00,14.00,171.00,33.00,111.00,28408.00,270.00,1345.00,260.00,nan,7.00,99.50%,166.12865497076024,8.181818181818182,1.00,0.0,,Computers/Systems: 11,nan%,2025-05-01,Low Authority Score (AS<5).
woman-cosmetolog.com,GoDaddy Auctions,,20.00,2.00,14.00,11.00,15.00,14.00,102.00,31.00,51.00,865.00,55.00,337.00,102.00,18.00,18.00,10.06%,8.480392156862745,1.7741935483870968,8.00,23.0,,"Reference/Education: 15
Business: 15
Recreation/Pets: 14",nan%,2025-05-01,Low Authority Score (AS<5).
emusicstation.com,GoDaddy Auctions,Questionable Majestic topics: adult.,7.00,2.00,9.00,29.00,8.00,17.00,188.00,90.00,103.00,1692.00,154.00,182.00,195.00,nan,7.00,11.84%,9.0,1.711111111111111,22.00,4.0,,"Home/Family: 8
Business: 8
Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Adult/Regional: 7
Society/Organizations: 7
Sports/Football: 7
Adult/World: 7
Adult/Shopping: 7",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
encouraginglifewarrior.com,GoDaddy Auctions,,1.00,2.00,0.00,4.00,7.00,13.00,93.00,35.00,33.00,140.00,87.00,52.00,56.00,nan,2.00,31.43%,1.5053763440860215,2.4857142857142858,1.00,0.0,,"Society/Religion and Spirituality: 6
Regional/Europe: 2
Business/Real Estate: 1",nan%,2025-05-01,Low Authority Score (AS<5).
ph-ion-balance.com,GoDaddy Auctions,,12.00,2.00,0.00,0.00,10.00,17.00,157.00,71.00,152.00,1073.00,143.00,404.00,168.00,nan,12.00,18.16%,6.834394904458598,2.0140845070422535,14.00,0.0,,"Health/Mental Health: 9
Business/Textiles and Nonwovens: 8
Society/Philanthropy: 8
Regional/Europe: 8
Society: 8
Recreation/Travel: 8
Business/Energy: 8
Home/Family: 8
Business: 8
Society/Organizations: 7",nan%,2025-05-01,Low Authority Score (AS<5).
shawnklomparens.com,GoDaddy Auctions,,17.00,4.00,3.00,0.00,15.00,17.00,122.00,52.00,96.00,397.00,243.00,8991.00,125.00,nan,14.00,40.60%,3.2540983606557377,4.673076923076923,16.00,1.0,,"Arts/Literature: 15
Reference/Libraries: 11",nan%,2025-05-01,Low Authority Score (AS<5).
360lizard.com,GoDaddy Auctions,,23.00,2.00,nan,nan,13.00,17.00,132.00,33.00,nan,1818.00,867.00,nan,145.00,nan,23.00,52.04%,13.772727272727273,26.272727272727273,nan,0.0,,"Games/Video Games/Puzzle: 13
Arts/Genres: 12
Computers/Software/Desktop Customization: 12
Arts/Visual Arts: 11
Science/Environment: 11
Shopping/Home and Garden: 11
Recreation/Travel: 11
Computers/Software/Graphics: 9
Sports/Equestrian: 9
Recreation/Pets: 9",nan%,2025-05-01,Low Authority Score (AS<5).
deekshasystems.com,GoDaddy Auctions,,10.00,2.00,1.00,0.00,12.00,13.00,79.00,25.00,42.00,161.00,48.00,142.00,79.00,16.00,9.00,68.94%,2.037974683544304,1.92,18.00,1.0,,Computers/Programming/Languages: 12,nan%,2025-05-01,Low Authority Score (AS<5).
airforcehvacpros.com,GoDaddy Auctions,,14.00,2.00,2.00,17.00,22.00,16.00,103.00,57.00,90.00,266.00,150.00,320.00,99.00,14.00,12.00,73.68%,2.5825242718446604,2.6315789473684212,3.00,0.0,,"Business/Textiles and Nonwovens: 22
Shopping/Office Products: 20
Sports/Water Sports: 19
Science/Agriculture: 19
Computers/Programming/Languages: 15",nan%,2025-05-01,Low Authority Score (AS<5).
resultwale.com,GoDaddy Auctions,,5.00,2.00,0.00,0.00,11.00,12.00,69.00,31.00,4.00,106.00,98.00,13.00,49.00,19.00,5.00,91.51%,1.536231884057971,3.161290322580645,13.00,0.0,,"Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 9
Health/Senior Health: 9
Games/Video Games/Roleplaying: 9
Society: 8
Society/People: 8
Society/Religion and Spirituality: 8
Computers/Internet: 8
Science/Environment: 8",nan%,2025-05-01,Low Authority Score (AS<5).
ocioagudo.com,GoDaddy Auctions,High spam score (SZ: 24.0).,14.00,2.00,1.00,0.00,11.00,16.00,137.00,39.00,83.00,1410.00,156.00,758.00,99.00,24.00,13.00,82.21%,10.291970802919709,4.0,15.00,0.0,,"Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 9
Health/Senior Health: 9
Games/Video Games/Roleplaying: 9
Society: 8
Society/People: 8
Society/Religion and Spirituality: 8
Computers/Internet: 8
Business/Arts and Entertainment: 8",nan%,2025-05-01,Low Authority Score (AS<5).
richmondhirosushi.com,GoDaddy Auctions,Questionable Majestic topics: adult.,8.00,6.00,3.00,0.00,8.00,16.00,89.00,37.00,65.00,113.00,50.00,87.00,87.00,14.00,5.00,75.44%,1.2696629213483146,1.3513513513513513,12.00,0.0,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 8
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Games/Video Games/Roleplaying: 3",nan%,2025-05-01,Prohibited topics: adult.
gatydog.com,GoDaddy Auctions,,4.00,2.00,0.00,4.00,5.00,12.00,68.00,25.00,31.00,91.00,61.00,54.00,51.00,nan,4.00,49.45%,1.338235294117647,2.44,2.00,0.0,,Society/Religion and Spirituality: 5,nan%,2025-05-01,Low Authority Score (AS<5).
bikerblessing.com,GoDaddy Auctions,,8.00,2.00,4.00,6.00,10.00,19.00,443.00,91.00,282.00,3826.00,2258.00,1112.00,442.00,19.00,6.00,74.85%,8.636568848758465,24.813186813186814,21.00,,,"Health/Mental Health: 9
Business/Textiles and Nonwovens: 8",nan%,2025-05-01,Low Authority Score (AS<5).
coolgameshighlycompressed.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,11.00,5.00,0.00,0.00,12.00,15.00,151.00,27.00,nan,228.00,127.00,nan,155.00,nan,11.00,53.51%,1.509933774834437,4.703703703703703,0.00,,,"Computers/Data Formats: 12
Business/Real Estate: 8",nan%,2025-05-01,Extremely new domain (<3 months).
aashirwadinterior.com,GoDaddy Auctions,Questionable Majestic topics: adult.,14.00,2.00,1.00,3.00,11.00,17.00,162.00,52.00,134.00,343.00,201.00,257.00,128.00,18.00,13.00,73.47%,2.117283950617284,3.8653846153846154,3.00,2.0,,"Science/Technology: 11
Regional/Europe: 8
Recreation/Travel: 8
Home/Family: 8
Business/Energy: 8
Business: 8
Adult/Regional: 7
Society/Organizations: 7
Adult/Shopping: 7
Adult/World: 7",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
tuntravels.com,GoDaddy Auctions,,13.00,2.00,2.00,0.00,9.00,14.00,98.00,46.00,61.00,187.00,127.00,91.00,73.00,nan,11.00,71.66%,1.9081632653061225,2.760869565217391,1.00,1.0,,Society/Religion and Spirituality: 9,nan%,2025-05-01,Low Authority Score (AS<5).
lgtnet.net,GoDaddy Auctions,,1.00,2.00,0.00,4.00,5.00,13.00,95.00,34.00,35.00,194.00,52.00,61.00,81.00,nan,2.00,53.09%,2.042105263157895,1.5294117647058822,2.00,0.0,,"Society/Religion and Spirituality: 3
Regional/Europe: 2
Health: 2
Business/Real Estate: 1",nan%,2025-05-01,Low Authority Score (AS<5).
bellafontespa.com,GoDaddy Auctions,,3.00,2.00,0.00,0.00,5.00,13.00,102.00,36.00,28.00,185.00,76.00,46.00,66.00,nan,3.00,25.41%,1.8137254901960784,2.111111111111111,2.00,0.0,,Society/Religion and Spirituality: 5,nan%,2025-05-01,Low Authority Score (AS<5).
radical-voice.com,GoDaddy Auctions,,25.00,4.00,25.00,6.00,22.00,19.00,144.00,72.00,122.00,501.00,453.00,890.00,158.00,nan,21.00,96.21%,3.4791666666666665,6.291666666666667,18.00,0.0,,"Reference/Education: 21
Society: 21
Computers/Internet/Web Design and Development: 19
Regional/Europe: 16
Regional/Asia: 16
Business/Marketing and Advertising: 15
Home/Moving and Relocating: 15
Arts/Performing Arts: 15",nan%,2025-05-01,Low Authority Score (AS<5).
abcccodes.com,GoDaddy Auctions,,9.00,2.00,0.00,4.00,11.00,14.00,101.00,42.00,40.00,212.00,104.00,250.00,94.00,nan,9.00,63.21%,2.099009900990099,2.4761904761904763,13.00,0.0,,"Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 9
Health/Senior Health: 9
Games/Video Games/Roleplaying: 9
Society: 8
Society/People: 8
Society/Religion and Spirituality: 8
Computers/Internet: 8
Science/Environment: 8",nan%,2025-05-01,Low Authority Score (AS<5).
launchmyrealestatecareer.com,GoDaddy Auctions,Questionable Majestic topics: adult.,10.00,4.00,23.00,1.00,8.00,16.00,82.00,45.00,63.00,327.00,66.00,174.00,94.00,nan,19.00,27.83%,3.9878048780487805,1.4666666666666666,10.00,,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Games/Video Games/Roleplaying: 3",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
precisionrecoil.com,GoDaddy Auctions,,3.00,2.00,0.00,0.00,6.00,12.00,68.00,28.00,29.00,88.00,78.00,31.00,48.00,nan,3.00,47.73%,1.2941176470588236,2.7857142857142856,1.00,0.0,,Society/Religion and Spirituality: 6,nan%,2025-05-01,Low Authority Score (AS<5).
rethinkingliving.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,1.00,2.00,0.00,0.00,9.00,12.00,98.00,26.00,26.00,138.00,59.00,60.00,56.00,nan,2.00,31.16%,1.4081632653061225,2.269230769230769,0.00,0.0,,Society/Religion and Spirituality: 9,nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
stormysunshine.com,GoDaddy Auctions,,1.00,2.00,0.00,0.00,9.00,12.00,68.00,28.00,30.00,89.00,62.00,35.00,46.00,nan,2.00,43.82%,1.3088235294117647,2.2142857142857144,1.00,0.0,,Society/Religion and Spirituality: 9,nan%,2025-05-01,Low Authority Score (AS<5).
ultra-money.com,GoDaddy Auctions,High spam score (SZ: 22.0).,2.00,2.00,0.00,0.00,7.00,13.00,82.00,29.00,32.00,106.00,65.00,35.00,52.00,22.00,2.00,42.45%,1.2926829268292683,2.2413793103448274,23.00,0.0,,Society/Religion and Spirituality: 7,nan%,2025-05-01,Low Authority Score (AS<5).
